ssignment,Organization Name,Organization Address
001B1A,"e-trees Japan, Inc.",Oowada-cho 2-9-2 Hachioji-city Tokyo JP 150-0001 
001B15,"Voxtel, Inc.",12725 SW Millikan Way Beaverton OR US 97005 
001B09,Matrix Telecom Pvt. Ltd.,"394, GIDC, Makarpura, Vadodara Gujarat IN 390010 "
001B0E,InoTec GmbH Organisationssysteme,Biedrichstrasse 11 Woelfersheim Hessen DE D-61200 
001B07,Mendocino Software,47001 Benecia St. Fremont CA US 94538 
001B02,ED Co.Ltd,517-15 SangDaeWon-Dong SeongNam-City GyeongGi-Do KR 462-806 
001AFB,Joby Inc.,1535 Mission St. San Francisco CA US 94103 
001A74,Procare International Co,"5F, No.88, Jhouzih Street, Neihu District Taipei  TW 114 "
001A6D,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
001A68,"Weltec Enterprise Co., Ltd.","2F, No. 351 Yung Ho Rd. Chung Ho  TW 235 "
001A61,PacStar Corp.,"15055 SW Sequoia Pkwy, Suite 100 Portland OR US 97006 "
001A54,Hip Shing Electronics Ltd.,"Unit 1/2/3, 20/F, New Treasure Center   HK  "
001A59,Ircona,"Unit 4B-1, Corporate Park Blanchardstown Dublin IE 15 "
001A4D,"GIGA-BYTE TECHNOLOGY CO.,LTD.", Pin-Jen Taoyuan TW 324 
001A52,Meshlinx Wireless Inc.,"1410 G Avenue, Suite T Plano Texas US 75074 "
001AC6,Micro Control Designs,17490 Caribou Dr Monument Co. US 80132 
001ABC,U4EA Technologies Ltd,City Point Bristol  GB BS1 6PL 
001AC1,3Com Ltd,Peoplebuilding 2 Hemel Hempstead Herts GB HP2 4NW 
001AB0,"Signal Networks Pvt. Ltd.,","No.12, Kalpataru Apartments, Bangalore Karnataka IN 560001 "
001AB5,Home Network System,"107, Hyundai I-Vally Seongnam-si Gyeonggi-do KR 462-714 "
001AA9,"FUJIAN STAR-NET COMMUNICATION CO.,LTD","19-22# Building, Star-net Science Plaza, Juyuanzhou, FUZHOU FUJIAN CN 350002 "
00183C,Encore Software Limited,6F Leo Complex Bangalore Karnataka IN 560025 
001841,High Tech Computer Corp,23 Hsin Hua Rd. Taoyuan  TW 330 
001843,Dawevision Ltd,197 High Street Cottenham Cambridge GB CB4 8RX 
001837,"Universal ABIT Co., Ltd.","7F, No. 323 Yangguang St., Neihu Taipei TW 114 "
001826,Cale Access AB,Box 1031 Kista  SE SE-164 21 
00182B,Softier,Tidhar 3 Ra'anana none IL 43665 
001818,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
00181A,AVerMedia Information Inc.,"5F., No. 135, Jian 1st Rd.,  New Taipei City TW 235 "
00181F,Palmmicro Communications,"Room 0611, Bldg.B Tsinghua Tongfang Technology Plaza Beijing  CN 100083 "
001804,E-TEK DIGITAL TECHNOLOGY LIMITED,"UNIT1520,15/F.,TOWER 2,GRAND CENTURY PLACE,193 PRINCE EDWARD ROAD WEST,KOWLOON,   HK  "
001807,Fanstel Corp.,7466 E. Monte Cristo Ave. Scottsdale Arizona US 85260 
00180C,Optelian Access Networks,22A-1051 Baxter Road Ottawa Ontario CA K2C 3P2 
0017FF,"PLAYLINE Co.,Ltd.",1-4-21 MOTOAKASAKA TOKYO  JP 107-0051 
0017F1,Renu Electronics Pvt Ltd,"Sr No 2/6, Baner Road, Pune Maharashtra IN 411045 "
0017F3,Harris Corparation,1025 West NASA Blvd Melbourne FL US 32919 
0017F8,Motech Industries Inc.,"6F, No. 248, Sec. 3, Pei-Shen Rd., Taipei Hsien  TW 222 "
0017D4,"Monsoon Multimedia, Inc",1730 South Amphlett blvd. Suite 101 San Mateo CA US 94402 
0017D9,AAI Corporation,P.O. Box 126 Hunt Valley Maryland US 21030 
0017E0,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
001920,"KUME electric Co.,Ltd.",4-2-24 Kitakawara Itami-city Hyougo JP  
001925,Intelicis Corporation,"4633 Old Ironsides Drive, Suite 150 Santa Clara CA US 95054 "
001912,Welcat Inc,"East Tower 6F, Shinagawa Seaside, 4-12-8, Higashi Shinagawa, Shinagawa Section  Tokyo JP 140-0002 "
001914,"Winix Co., Ltd","363 Angade Bldg., Yangjae-dong Seoul  KR 137-898 "
001919,ASTEL Inc.,59-7 Jang-dong Yusung-Gu Daejeon Chungnam KR 305-343 
00190D,IEEE 1394c,c/o 1394 Trade Association Southlake TX US 76092 
001901,F1MEDIA,"610, Keumkang Hightech ¥±, 138-1 Sangdaewon-Dong, Jungwon-Gu Seongnam-Si Gyeonggi-Do KR 462-707 "
001906,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
0018F5,Shenzhen Streaming Video Technology Company Limited,"5/F, Block 3, Software Part No.1, Keji Middle 2 Road, Shenzhen GaungDong CN 518057 "
0018F7,Kameleon Technologies,"217, rue St Honoré Paris  FR 75001 "
0018FC,Altec Electronic AG,Lenggenbachstrasse 3 Fahrweid Zürich CH CH-8951 
001981,Vivox Inc,40 Speen Street Framingham MA US 01701 
001983,CCT R&D Limited,"18/F CCT Telecom Building Fotan, Shatin N.T. HK 000 "
001975,Beijing Huisen networks technology Inc,"Jia#2 of Xili of Baiyun road,Xicheng district Beijing  CN 100045 "
00197C,Riedel Communications GmbH,Uellendahler Str. 353 Wuppertal NRW DE 42109 
001970,"Z-Com, Inc.","7F-2, NO.9, PROSPERITY 1ST RD. HSINCHU  TW 300 "
001964,Doorking Inc.,120 Glasgow St. Inglewood CA. US 90301 
00195F,Valemount Networks Corporation,1201- 5th Ave Valemount BC CA V0E2Z0 
001953,Chainleader Communications Corp.,"5F, No. 400, Sec. 2 Bade Rd., Taipei  TW 105 "
001958,"Bluetooth SIG, Inc.",5209 Lake Washington Blvd NE Kirkland WA US 98033 
00195A,Jenaer Antriebstechnik GmbH,Buchaer Strasse 1 Jena Thueringen DE 07745 
0018F0,"JOYTOTO Co., Ltd.","3F Sungwoo Bldg. 717-3, Sooseo-Dong Seoul  KR 135-220 "
0018E9,Numata Corporation,8-2-39 nanko-higashi Osaka-shi Osaka-fu JP 559-0031 
0018E4,YIGUANG,"3/FL.Industry zone,Fuxinlin,Hangcheng,Xixiang,Baoan Shenzhen Guangdong CN 518126 "
0018DD,Silicondust Engineering Ltd,38 Lillington Road Auckland  NZ  
0018D8,ARCH METER Corporation,"4F, No.3-2, Industry E. Rd. Hsinchu  TW  "
0018D1,Siemens Home & Office Comm. Devices,4849 Alpha Rd. Dallas Texas US 75244 
0018D6,Swirlnet A/S,Diplomvej 381 Lyngby  DK DK-2800 
0018CC,AXIOHM SAS,1 RUE D'ARCUEIL MONTROUGE  FR 92120 
0018C7,Real Time Automation,2825 N Mayfair Rd Ste 11 Wauwatosa WI US 53222 
00186C,Neonode AB,"Biblioteksgatan 11, 1st floor Stockholm  SE S-111 46 "
001878,Mackware GmbH,Schänzle 13 Waiblingen Baden-Württemberg DE 71332 
001867,Datalogic ADC,433 N. Fair Oaks Ave Pasadena CA US 91103 
00185B,"Network Chemistry, Inc",1700 Seaport Blvd Redwood City CA US 94063 
001862,Seagate Technology,1280 Disc Drive Shakopee MN US 55379 
00184F,8 Ways Technology Corp.,"2F-1, No. 216, Sec. 3, Roosevelt Rd.  Taipei TW 231 "
001854,"Argard Co., Ltd",2571 Lardprao Rd. wangthonglang Bangkok TH 10310 
001856,"EyeFi, Inc",149 Commonwealth Drive Menlo Park CA US 94025 
001848,Vecima Networks Inc.,150 Cardinal Place Saskatoon SK CA S7L 6H7 
001945,"RF COncepts, LLC",1148 Wagner Drive  Sevierville TN US 37862 
00194C,"Fujian Stelcom information & Technology CO.,Ltd","4F,Building A,Start Science Park, No.68,Hongshanyuan Rd Fuzhou Fujian CN 350002 "
001940,Rackable Systems,1933 Milmont Drive Milpitas CA US 95035 
001934,TRENDON TOUCH TECHNOLOGY CORP.,"2F No.5, Alley 22, Lane 513, Rueiguang Rd., Neihu Taipei City  TW 114 "
001939,Gigamips,"5th Floor, Yangjae Building, 261, Yangjae-Dong Seocho-Gu Seoul KR 137-130 "
001931,Balluff GmbH,Schurwaldstraße 9 Neuhausen BW DE 73765 
0018BB,Eliwell Controls srl,"Via dell'Industria, 15 Pieve d'Alpago Belluno IT 32010 "
0018B9,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
0018B4,Dawon Media Inc.,"Rm503. woolim e-biz center 170-5, Guro3dong Gurogu, Seoul  KR 152-769 "
0018AD,NIDEC SANKYO CORPORATION,"5329, Shimosuwa-machi, Suwa-gun  Nagano JP 393-8511 "
0018A8,AnNeal Technology Inc.,"Room 106, No. 47, Science Park Rd. II Hsinchu  TW 300 "
00189C,Weldex Corporation,6751 Katella Avenue Cypress CA US 90630 
0018A1,"Tiqit Computers, Inc.",2215 Old Page Mill Rd Palo Alto CA US 94304 
001897,"JESS-LINK PRODUCTS Co., LTD","9F, No. 176, Jian-Yi Rd., Chung Ho City Taipei County  TW 235 "
001892,ads-tec GmbH,Raiffeisenstrasse 14 Leinfelden-Echterdingen BW DE 70771 
001890,"RadioCOM, s.r.o.",Misikova 22 Bratislava  SK 811 06 
001884,Fon Technology S.L.,"Avda. Bruselas, n. 7, Planta 3, Alcobendas  Madrid ES 28100 "
00187F,ZODIANET,"23, rue des Fraisettes PALAISEAU ESSONNE FR 91120 "
0016D1,ZAT a.s.,K Podlesi 541 Pribram VI  CZ 26180 
0016C3,BA Systems Inc,6895 Via Del Oro San Jose CA US 95119 
0016BE,"INFRANET, Inc.","8th Floor, Cowell B/D, 66-1 Seoul  KR 137-040 "
0016B7,Seoul Commtech,"448-11, Seongnae 3dong. Gangdong gu, Seoul  KR 134033 "
0016B2,DriveCam Inc,3954 Murphy Canyon Road San Diego CA US 92123 
0016B0,VK Corporation,"VK B/D, 548-6, Anyang 8dong, Manan-gu Anyang Kyounggi KR 430-8903 "
0016AB,Dansensor A/S,Roennedevej 18 Ringsted  DK DK-4100 
0016A6,Dovado FZ-LLC,"Al-Thuraya Tower 1, office 504 Dubai  AE  "
0017C8,KYOCERA Document Solutions Inc.,"2-14-9, Tamagawadai Tokyo  JP 158-8610 "
0017CF,iMCA-GmbH,Dorfstrasse 28b Itzehoe Schleswig-Holstein DE 25524 
0017C3,KTF Technologies Inc.,"4th Fl., Central Tower, 265-3, Seohyun-Dong Sungnam-City Kyunggi-Do KR 463-769 "
0017B7,Tonze Technology Co.,"5F-10, No.6, Lane 180, Taipei  TW 11490 "
0017BC,Touchtunes Music Corporation,3 Place du Commerce Montréal Québec CA H3E 1H7 
0017B5,Peerless Systems Corporation,"2381 Rosecrans Avenue, Suite 400 El Segundo CA US 90245 "
001723,Summit Data Communications,526 South Main Street Akron Ohio US 44311 
00171C,"NT MicroSystems, Inc.",1-5-3-2F Tamagawadai Setagaya Tokyo JP 158-0096 
001710,Casa Systems Inc.,"10, New England Business Center Dr. Andover MA US 01810 "
001715,Qstik,Cartel Business Estate Harlow Essex GB CM20 2TT 
001717,Leica Geosystems AG,Heinrich Wild Strasse Heerbrugg St. Gallen CH CH-9435 
00170B,"Contela, Inc.","6-8 Soonae-dong, Bundang-gu, Sungnam Kyunggi-do KR 463-825 "
0016FF,Wamin Optocomm Mfg Corp,No. 239 Qiaohe Road Zhonghe City Taipei County TW 235 
001774,Elesta GmbH,Gottlieb Daimler Strasse 1 Konstanz  DE 78467 
001779,QuickTel,"Cornishe El-Nile, Maasara Cairo  EG 11743 "
00177B,Azalea Networks inc,673 S Milpitas Blvd Milpitas CA US 95035 
001764,ATMedia GmbH,Stuhlsatzenhausweg 69 Saarbruecken Saarland DE 66123 
001766,"Accense Technology, Inc.",35 Tansumachi Shinjyuku-ku Tokyo JP 1620833 
00175F,"XENOLINK Communications Co., Ltd.","2nd Fl., Jungyou B/D 797-22 Seoul  KR 135-930 "
001751,Online Corporation,"22F-3, No. 398, Huan Pei Road, Chung Li Taoyuan TW 320 "
001758,ThruVision Ltd,"Central 127, No.18 Abingdon Oxfordshire GB OX14 4SA "
001745,"INNOTZ CO., Ltd","14F, Prime Center 546-4 Guui-Dong Kwanggin-Gu Seoul Seoul KR  "
00174C,Millipore,"1, rue Jacques Monod Guyancourt  FR 78280 "
00179F,Apricorn,12191 Kirkham RD Poway California US 92064 
0017A9,Sentivision,Marynarska 19a Warsaw Mazowieckie PL 02-674 
001793,Tigi Corporation,2070 Chain Bridge road Vienna Va US 22182 
00178C,"Independent Witness, Inc",1515 West 2200 South Salt Lake City UT US 84119 
00178E,Gunnebo Cash Automation AB,Fabriksgatan 10 Göteborg  SE 402 27 
001780,Applied Biosystems B.V.,"Blk 33, Marsiling Industrial Estate Road 3,   SG 739256 "
001787,"Brother, Brother & Sons ApS",Ved Amagerbanen 9 Copenhagen S  DK DK-2300 
00176B,"Kiyon, Inc.",9381 Judicial Drive San Diego CA US 92121 
00BAC0,Biometric Access Company,2555 North IH 35 Round Rock Texas US 78664 
001673,Bury GmbH & Co. KG,Robert-Koch-Str. 1-7 Loehne Germany DE 32584 
001671,Symphox Information Co.,"15F, No. 51, Sec. 3, Minsheng E. Road Taipei City  TW 104 "
001665,Cellon France,Route d'Angers Le Mans cedex 9 Le Mans Sarthe FR 72081 
00166A,TPS,145 quai de Stalingrad Issy Les Moulineaux Ile de France FR 92137 
00165E,Precision I/O,"4005 Miranda Ave., Suite 210 Palo Alto CA US 94304-1232 "
001657,Aegate Ltd,Technology Centre Melbourn Hertfordshire GB SG8 6DP 
001659,Z.M.P. RADWAG,Bracka 28 street RADOM Mazowieckie PL 26-600 
001658,Fusiontech Technologies Inc.,"6F, No.78, Cheng Kung Rd., Sec. 1, Taipei  TW 115 "
001652,"Hoatech Technologies, Inc.","1F., No.224, Guosheng St. Zhubei HsinChu Hsien TW 30244 "
001646,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
00164B,Quorion Data Systems GmbH,An der Klinge 6 Erfurt Thuringia DE 99095 
001740,Bluberi Gaming Technologies Inc,"2125, rue Letendre Suite 420 Drummondville Quebec CA J2C 7G1 "
001736,iiTron Inc.,88 Mercy St. Mountain View CA US 94041 
00172F,NeuLion Incorporated,1600 Old Country Road Plainview NY US 11803 
001728,Selex Communications,Via Pieragostini 80 Genova  IT 16151 
00172A,Proware Technology Corp.(By Unifosa),"6Fl., No. 4, Alley 1, Lane 235, PaoChao Rd., Sindian Dist., New Taipei City  TW 231 "
00169A,Quadrics Ltd,1 Bridewell Street Bristol  GB BS1 2AA 
0016A1,3Leaf Networks,3255-1 Scott Blvd Santa Clara CA US 95054 
001693,PowerLink Technology Inc.,"N0. 18, Alley 1, Lane 151, Sec. 1, Jhongsing Rd., Wugu Township Taipei Hsien  TW 248 "
001695,AVC Technology (International) Limited,6/F Enterprise Square III Kowloon Bay  HK  
00168E,Vimicro corporation,"15/F,Shining Tower,No.35,xueyuan Beijing  CN 100083 "
001682,"Pro Dex, Inc",1800 NW 169th Place Beaverton Oregon US 97006 
001687,Chubb CSC-Vendor AP,Ottawa STN Ottawa  CA K1G 6W6 
00167B,Haver&Boecker,Carl-Haver-Platz 3 Oelde NRW DE 59302 
0016F3,"CAST Information Co., Ltd","5F MSA Bldg. 891-43 Dacchi-Dong, SEOUL  KR 135-280 "
0016EE,Royaldigital Inc.,"8F., No.308, Sec.1, Neihu Rd. Taipei City  TW 114 "
0016E7,Dynamix Promotions Limited,"788-790, Finchley Road London  GB NW11 7TJ "
0016E0,3Com Ltd,Peoplebuilding 2 Hemel Hempstead Herts GB HP2 4NW 
0016D6,TDA Tech Pty Ltd,210 / 54 Currie Street Adelaide South Australia AU 5000 
00151E,Ethernet Powerlink Standardization Group (EPSG),c/o Zurich University of Applied Sciences CH-8401 Winterthur CH  
001525,Chamberlain Access Solutions,8271 E. Gelding Drive Scottsdale AZ US 85260 
001519,StoreAge Networking Technologies,63 Bar-Yehuda st. Nesher  IL 36651 
001518,"Shenzhen 10MOONS Technology Development CO.,Ltd","Add:3F,Huaxing building, QiaoXiang road, shenzhen guangdong CN 518053 "
001514,Hu Zhou NAVA Networks&Electronics Ltd.,"3/F,No.328-4,Guang Yuan Rd. Hu Zhou Zhe Jiang CN 313000 "
00150E,"OPENBRAIN TECHNOLOGIES CO., LTD.","#804,ANYANG K-CENTER,1591-9 , BURIM-DONG,DONGAN-GU, ANYANG KYUNGGI-DO KR 431-815 "
00150F,mingjong,"8F,NO.1,LANE 16,SZE CHUAN ROAD,SEC.2,PANCHIAO CITY. TAIPEI  TW 220 "
00150D,"Hoana Medical, Inc.",828 Fort Street Mall Honolulu HI US 96813 
001508,Global Target Enterprise Inc,"5F, No. 186, Sec. 2, Chung-Hsing Rd., Hsin Tien, Taipei county TW 231 "
0014FC,"Extandon, Inc.",39350 Civic Center Drive Ste. 160 Fremont CA US 94538 
001501,LexBox,"3, avenue Didier Daurat TOULOUSE  FR 31400 "
0014F5,OSI Security Devices,1580 Jayken Way Chula Vista California US 91911 
0014E9,Nortech International,32A Wiganthorpe Road Pietermartizburg KwaZulu Natal ZA 3201 
0014EE,"Western Digital Technologies, Inc.",20511 Lake Forest Dr. Lake Forest Ca US 92630 
0014DF,HI-P Tech Corporation,1-27-23 Higashitokorozawa Tokorozawa Saitama JP 359-0021 
0014E4,"infinias, LLC",857 West Carmel Drive Carmel IN US 46032 
0014D3,SEPSA,"calle Albatros, 7 y 9 PINTO Madrid ES 28320 "
0014D8,bio-logic SA,"1, rue de l'Europe CLAIX  FR 38640 "
0014D2,Kyuden Technosystems Corporation,"4-19-18 SHIMIZU,MINAMI-KU FUKUOKA  JP 815-0031 "
0015E0,Ericsson,Nya Vattentornet Lund  NO SE-221 83 
0015DC,"KT&C Co., Ltd.","487-4, KT&C Bldg. GangSeo-Ku Seoul KR 157-849 "
0015D5,NICEVT,Warshawskoe shosse 125 Moscow  RU 117405 
0015D7,Reti Corporation,"6F,No 13, Lane 120, Sec 1, Neihu Rd., Taipei City  TW 114 "
0015D6,OSLiNK Sp. z o.o.,ul. Marsa 27 Gdansk  PL 80299 
0015C4,"FLOVEL CO., LTD.","The Tachihi building No,3 hall, 6-1, Sakae-cho, Tokyo  US 190-0003 "
0015C9,"Gumstix, Inc",3130 Alpine Road Portola Valley CA US 94028 
0015BD,Group 4 Technology Ltd,Challenge House Tewkesbury Gloucestershire GB GL20 8UQ 
0015B6,"ShinMaywa Industries, Ltd.",1-1 Shinmeiwa-cho Takarazuka Hyogo JP 665-8550 
001581,MAKUS Inc.,"4F Daedo Bldg. 748-14 Yeoksam-dong, Kangnam-gu  Seoul US 135-080 "
00156B,Perfisans Networks Corp.,4118 14th Avenue Markham Ontario CA L3R 0J3 
001570,Zebra Technologies Inc,475 Half Day Road Lincolnshire IL US 60069 
00155D,Microsoft Corporation,One Microsoft Way Redmond WA US 98052-8300 
00155F,GreenPeak Technologies,Spinnerijstraat 14 Zele  BE 9240 
001564,BEHRINGER Spezielle Studiotechnik GmbH,Hanns-Martin-Schleyer-Str. 36-38 Willich  DE  
00155E,Morgan Stanley,750 7th Avenue New York NY US 10019 
001558,FOXCONN,"No.2,2nd DongHuan Road,10th YouSong ShenZhen GuangDong US 518109 "
001551,RadioPulse Inc.,"2nd fl. Hans B/D, 111-55 Seoul  KR 134-883 "
001549,Dixtal Biomedica Ind. Com. Ltda,"R. Eng. Francisco Pitta Brito, 703 São Paulo SP BR 04753-080 "
00154C,Saunders Electronics,192 Gannett Drive South Portland ME US 04106 
00154A,"WANSHIH ELECTRONIC CO., LTD","3F 72, WU KONG 6th RD., TAIPEI HSIEN TAIWAN TW 248 "
00153D,ELIM PRODUCT CO.,"602-2 GAYANG TECHNO TOWN, GAYANG, 3-DONG  SEOUL KR 157-793 "
001544,coM.s.a.t. AG,Besselstraße 3 Mannheim  US D-68219 
001531,KOCOM,"5F, KOCOM Bldg., 260-7 SEOUL  KR 157-040 "
001538,"RFID, Inc.",14100 East Jewell Ave. Aurora CO US 80012 
00161D,"Innovative Wireless Technologies, Inc.",1047 Vista Park Dr. Forest VA US 24551 
00161C,e:cue,Friedrich-List-Strasse 23 Paderborn  DE 33100 
00160C,LPL  DEVELOPMENT S.A. DE C.V,LAGO GINEBRA 380 P3  D.F. MX 11480 
001611,Altecon Srl,"Via F.lli Cairoli, 17 Lissone Milano IT 20035 "
001612,"Otsuka Electronics Co., Ltd.","1-10 Sasagaoka, Minakuchi kouka shiga US 528-0061 "
001605,YORKVILLE SOUND INC.,4625 WITMER INDUSTRIAL ESTATE NIAGARA FALLS NY US 14305 
0015F9,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
001600,CelleBrite Mobile Synchronization,25 Basel St Petach Tikva  IL 49170 
0015ED,"Fulcrum Microsystems, Inc.",26630 Agoura Road Calabasas CA US 91302 
0015E1,Picochip Ltd,Upper Borough Court Bath  GB BA1 1RG 
0015E6,MOBILE TECHNIKA Inc.,Sotobori Sky Bld. 5th Floor Shinjuku-ku Tokyo JP 162-0845 
0015B1,Ambient Corporation,79 Chapel St. Newton MA US 02458 
0015AC,Capelon AB,Jägerhorns  väg 1 Kungens Kurva Stockholm SE S-141 75 
0015A7,Robatech AG,Pilatusring 10 Muri AG CH 5630 
001594,"BIXOLON CO.,LTD","502-508,Digital Empire Bldg. Yeongtong-Gu,Suwon Gyeonggi-Do KR 443-813 "
00158D,Jennic Ltd,Furnival Street Sheffield Yorkshire US S1 4QT 
001588,Salutica Allied Solutions Sdn Bhd,"3 Jalan Zarib 6 Lahat, Ipoh Perak MY 31500 "
0014CC,"Zetec, Inc.",8226 Bracken Place SE Snoqualmie WA US 98065 
0014C0,Symstream Technology Group Ltd,"Level 1, 3 Chester Street Oakleigh Victoria AU 3166 "
0014C5,Alive Technologies Pty Ltd,11 Technology Drive Arundel Queensland AU 4214 
0014B9,MSTAR SEMICONDUCTOR,11-13 rue René Jacques Issy les Moulineaux  FR 92130 
0014AF,Datasym POS Inc.,45 Dalkeith Drive Brantford Ontario CA N3P1M1 
0014A8,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
00163C,Rebox B.V.,Hendrik Figeeweg 1X Haarlem Noord-Holland NL 2031 BJ 
00162E,"Space Shuttle Hi-Tech Co., Ltd.","No. 226, Wu-Ho St., Wu-Lung Village, Hsinchu Hsien  TW 307 "
001629,Nivus GmbH,Im Täle 2 Eppingen Baden-Württemberg DE 75031 
001622,BBH SYSTEMS GMBH,Böttgerstraße 40 Weiden i.d.OPf. Bayern DE 92637 
001616,BROWAN COMMUNICATION INC.,"No.1 Jen-Ai Road, HsinChu Industrial Park, HuKou Hsiang HsinChu Hsien TW 303 "
00161B,Micronet Corporation,1788-388 Nomura Hirooka Shiojiri-shi Nagano-ken JP 399-0702 
00135B,"PanelLink Cinema, LLC",1070 E Arques Ave Sunnyvale CA US 94085 
001362,"ShinHeung Precision Co., Ltd.",DaeHa Bldg. 401 YoungDungPoGu Seoul KR 150-050 
001351,Niles Audio Corporation,12331 SW 130th Street Miami FL US 33186 
001345,Eaton Corporation,4201 North 27th Street Milwaukee Wisconsin US 53216 
00134A,"Engim, Inc.",40 Nagog Park Acton MA US 01720 
00133E,MetaSwitch,1411 Harbor Bay Parkway Alameda CA US 94502 
00132B,Phoenix Digital,7650 East Evans Rd. Bldg. A Scottsdale Az US 85260 
001332,"Beijing Topsec Network Security Technology Co., Ltd.",Huakong Tower Haidian District Beijing CN 100085 
001337,Orient Power Home Network Ltd.,"307 Harbour Centre, Tower 1,   HK  "
001338,FRESENIUS-VIAL,Le Grand Chemin BREZINS  FR 38590 
00137A,"Netvox Technology Co., Ltd.",No.21-1 Sec. 1 Chung Hua West Road Tainan  TW 702 
001381,"CHIPS & Systems, Inc.",4750 Patrick Henry Drive Santa Clara California US 95054 
001386,ABB Inc./Totalflow, Bartlesville OK US 74006 
001374,"Atheros Communications, Inc.",529 Almanor Avenue Sunnyvale CA US 94085-3512 
00136E,Techmetro Corp.,"4F. Dongam B/D., 264-5, YangJae-Dong Seoul  KR 137-130 "
001373,"BLwave Electronics Co., Ltd","23FGH, Block A,ZhenYe Building , BaoAn Nan Road , LuoHu , Shenzhen , China ShenZhen GuangDong CN 518000 "
001367,"Narayon. Co., Ltd.",#502 Hyochang T/W 181-3 Seoul  KR 138-220 
001361,"Biospace Co., Ltd.","10th Floor, Poonglim Bldg, 823 Yeoksam 1-dong Gangnam-gu Seoul KR 135-784 "
001357,"Soyal Technology Co., Ltd.","10F, No. 27, Lane 169, Kangning St., Shijr City, Taipei  TW 221 "
001326,ECM Systems Ltd,Ellifoot Park HULL East Yorkshire GB HU12 9DZ 
001325,Cortina Systems Inc,"840 W California Ave, Suite 100 Sunnyvale CA US 94086 "
00131B,BeCell Innovations Corp.,"12F-9, No. 79, Shin-Tai 5th Rd Sec 1, Shih-chih, Taipei TW 221 "
00131C,"LiteTouch, Inc.",3400 South West Temple Salt Lake City UT US 84115 
001309,Ocean Broadband Networks,"2078 Walsh Ave, Suite B Santa Clara California US 95050 "
00130E,Focusrite Audio Engineering Limited,19 Lincoln Road High Wycombe Bucks GB HP12 3FX 
0012FC,"PLANET System Co.,LTD","4th Floor, Daehan B/D, 873-29, Seoul  KR 137-064 "
0012F6,"MDK CO.,LTD.",2-6-27 Ibarame Kashiwazaki City Niigata JP 9451341 
0012F1,IFOTEC,ZAC Champfeuillet VOIRON  FR 38507 
00143E,"AirLink Communications, Inc.",3159 Corporate Place Hayward CA US 94545 
001437,"GSTeletech Co.,Ltd.","1385-14, Juan-Dong, Nam-gu  Incheon KR 402-200 "
001430,"ViPowER, Inc","9F., No.205-3, Sec. 3, Beisin Rd Sindian Taipei County TW 231 "
00142B,Edata Communication Inc.,"2F-1, No. 872, Chung-Cheng Rd  Taipei Hsien TW 235 "
001424,"Merry Electrics CO., LTD.","NO.22,23rd ROAD TAICHUNG CITY  TW 40850 "
00141F,"SunKwang Electronics Co., Ltd","#365(Techno-park, 301 dong, 901 ho,) Samjung-dong, Ohjung-ku, Bucheon-shi Kyunggi-do KR 421-809 "
00141A,DEICY CORPORATION,"3-3-6,Sakae-cho,Hamura-shi,  Tokyo JP 205-0002 "
001413,Trebing & Himstedt Prozeßautomation GmbH & Co. KG,Wilhelm Hennemann Straße 13 Schwerin Mecklenburg-Vorpommern DE 19061 
